"Postcode","Division","District","Thana","SubOffice","PostCode"
"3220","Sylhet","Moulvibazar","Kamalganj","Kamalganj","3220"
"3221","Sylhet","Moulvibazar","Kamalganj","Keramatnaga","3221"
"3224","Sylhet","Moulvibazar","Kamalganj","Munshibazar","3224"
"3222","Sylhet","Moulvibazar","Kamalganj","Patrakhola","3222"
"3223","Sylhet","Moulvibazar","Kamalganj","Shamsher Nagar","3223"
"3237","Sylhet","Moulvibazar","Kulaura","Baramchal","3237"
"3234","Sylhet","Moulvibazar","Kulaura","Kajaldhara","3234"
"3235","Sylhet","Moulvibazar","Kulaura","Karimpur","3235"
"3230","Sylhet","Moulvibazar","Kulaura","Kulaura","3230"
"3232","Sylhet","Moulvibazar","Kulaura","Langla","3232"
"3233","Sylhet","Moulvibazar","Kulaura","Prithimpasha","3233"
"3231","Sylhet","Moulvibazar","Kulaura","Tillagaon","3231"
"3203","Sylhet","Moulvibazar","Moulvibazar Sadar","Afrozganj","3203"
"3201","Sylhet","Moulvibazar","Moulvibazar Sadar","Barakapan","3201"
"3202","Sylhet","Moulvibazar","Moulvibazar Sadar","Monumukh","3202"
"3200","Sylhet","Moulvibazar","Moulvibazar Sadar","Moulvibazar Sadar","3200"
"3240","Sylhet","Moulvibazar","Rajnagar","Rajnagar","3240"
"3212","Sylhet","Moulvibazar","Srimangal","Kalighat","3212"
"3213","Sylhet","Moulvibazar","Srimangal","Khejurichhara","3213"
"3211","Sylhet","Moulvibazar","Srimangal","Narain Chora","3211"
"3214","Sylhet","Moulvibazar","Srimangal","Satgaon","3214"
"3210","Sylhet","Moulvibazar","Srimangal","Srimangal","3210"
"3010","Sylhet","Sunamganj","Bishamsarpur","Bishamsapur","3010"
"3080","Sylhet","Sunamganj","Chhatak","Chhatak","3080"
"3081","Sylhet","Sunamganj","Chhatak","Chhatak Cement Facto","3081"
"3082","Sylhet","Sunamganj","Chhatak","Chhatak Paper Mills","3082"
"3893","Sylhet","Sunamganj","Chhatak","Chourangi Bazar","3893"
"3083","Sylhet","Sunamganj","Chhatak","Gabindaganj","3083"
"3084","Sylhet","Sunamganj","Chhatak","Gabindaganj Natun Ba","3084"
"3088","Sylhet","Sunamganj","Chhatak","Islamabad","3088"
"3087","Sylhet","Sunamganj","Chhatak","jahidpur","3087"
"3085","Sylhet","Sunamganj","Chhatak","Khurma","3085"
"3086","Sylhet","Sunamganj","Chhatak","Moinpur","3086"
"3040","Sylhet","Sunamganj","Dhirai Chandpur","Dhirai Chandpur","3040"
"3041","Sylhet","Sunamganj","Dhirai Chandpur","Jagdal","3041"
"3070","Sylhet","Sunamganj","Duara bazar","Duara bazar","3070"
"3050","Sylhet","Sunamganj","Ghungiar","Ghungiar","3050"
"3062","Sylhet","Sunamganj","Jagnnathpur","Atuajan","3062"
"3063","Sylhet","Sunamganj","Jagnnathpur","Hasan Fatemapur","3063"
"3060","Sylhet","Sunamganj","Jagnnathpur","Jagnnathpur","3060"
"3064","Sylhet","Sunamganj","Jagnnathpur","Rasulganj","3064"
"3065","Sylhet","Sunamganj","Jagnnathpur","Shiramsi","3065"
"3061","Sylhet","Sunamganj","Jagnnathpur","Syedpur","3061"
"3127","Sylhet","Sylhet","Balaganj","Kathal Khair","3127"
"3020","Sylhet","Sunamganj","Sachna","Sachna","3020"
"3001","Sylhet","Sunamganj","Sunamganj Sadar","Pagla","3001"
"3002","Sylhet","Sunamganj","Sunamganj Sadar","Patharia","3002"
"3000","Sylhet","Sunamganj","Sunamganj Sadar","Sunamganj Sadar","3000"
"3030","Sylhet","Sunamganj","Tahirpur","Tahirpur","3030"
"3120","Sylhet","Sylhet","Balaganj","Balaganj","3120"
"3125","Sylhet","Sylhet","Balaganj","Begumpur","3125"
"3122","Sylhet","Sylhet","Balaganj","Brahman Shashon","3122"
"3128","Sylhet","Sylhet","Balaganj","Gaharpur","3128"
"3124","Sylhet","Sylhet","Balaganj","Goala Bazar","3124"
"3121","Sylhet","Sylhet","Balaganj","Karua","3121"
"3129","Sylhet","Sylhet","Balaganj","Natun Bazar","3129"
"3126","Sylhet","Sylhet","Balaganj","Omarpur","3126"
"3123","Sylhet","Sylhet","Balaganjgfhfghj","Tajpur","3123"
"3170","Sylhet","Sylhet","Bianibazar","Bianibazar","3170"
"3175","Sylhet","Sylhet","Bianibazar","Churkai","3175"
"3171","Sylhet","Sylhet","Bianibazar","jaldup","3171"
"3173","Sylhet","Sylhet","Bianibazar","Kurar bazar","3173"
"3172","Sylhet","Sylhet","Bianibazar","Mathiura","3172"
"3174","Sylhet","Sylhet","Bianibazar","Salia bazar","3174"
"3130","Sylhet","Sylhet","Bishwanath","Bishwanath","3130"
"3131","Sylhet","Sylhet","Bishwanath","Dashghar","3131"
"3133","Sylhet","Sylhet","Bishwanath","Deokalas","3133"
"3132","Sylhet","Sylhet","Bishwanath","Doulathpur","3132"
"3134","Sylhet","Sylhet","Bishwanath","Singer kanch","3134"
"3116","Sylhet","Sylhet","Fenchuganj","Fenchuganj","3116"
"3117","Sylhet","Sylhet","Fenchuganj","Fenchuganj SareKarkh","3117"
"3152","Sylhet","Sylhet","Goainghat","Chiknagul","3152"
"3150","Sylhet","Sylhet","Goainghat","Goainghat","3150"
"3151","Sylhet","Sylhet","Goainghat","Jaflong","3151"
"3164","Sylhet","Sylhet","Golapganj","banigram","3164"
"3165","Sylhet","Sylhet","Golapganj","Chandanpur","3165"
"3162","Sylhet","Sylhet","Golapganj","Dakkhin Bhadashore","3162"
"3161","Sylhet","Sylhet","Golapganj","Dhaka Dakkshin","3161"
"3160","Sylhet","Sylhet","Golapganj","Golapganj","3160"
"3163","Sylhet","Sylhet","Golapganj","Ranaping","3163"
"3156","Sylhet","Sylhet","Jaintapur","Jaintapur","3156"
"3191","Sylhet","Sylhet","Jakiganj","Ichhamati","3191"
"3190","Sylhet","Sylhet","Jakiganj","Jakiganj","3190"
"3181","Sylhet","Sylhet","Kanaighat","Chatulbazar","3181"
"3183","Sylhet","Sylhet","Kanaighat","Gachbari","3183"
"3180","Sylhet","Sylhet","Kanaighat","Kanaighat","3180"
"3182","Sylhet","Sylhet","Kanaighat","Manikganj","3182"
"3140","Sylhet","Sylhet","Kompanyganj","Kompanyganj","3140"
"3106","Sylhet","Sylhet","Sylhet Sadar","Birahimpur","3106"
"3107","Sylhet","Sylhet","Sylhet Sadar","Jalalabad","3107"
"3104","Sylhet","Sylhet","Sylhet Sadar","Jalalabad Cantoment","3104"
"3111","Sylhet","Sylhet","Sylhet Sadar","Kadamtali","3111"
"3112","Sylhet","Sylhet","Sylhet Sadar","Kamalbazer","3112"
"3103","Sylhet","Sylhet","Sylhet Sadar","Khadimnagar","3103"
"3113","Sylhet","Sylhet","Sylhet Sadar","Lalbazar","3113"
"3108","Sylhet","Sylhet","Sylhet Sadar","Mogla","3108"
"3109","Sylhet","Sylhet","Sylhet Sadar","Ranga Hajiganj","3109"
"3114","Sylhet","Sylhet","Sylhet Sadar","Shahajalal Science &amp;","3114"
"3105","Sylhet","Sylhet","Sylhet Sadar","Silam","3105"
"3100","Sylhet","Sylhet","Sylhet Sadar","Sylhet Sadar","3100"
"3102","Sylhet","Sylhet","Sylhet Sadar","Sylhet Biman Bondar","3102"
"3101","Sylhet","Feni","Sonagazi","Mangal Kandi","3101"
"3937","Sylhet","Feni","Sonagazi","Mangal Kandi","3937"
"4650","Chittagong","Bandarban","Alikadam","Alikadam","4650"
"4660","Chittagong","Bandarban","Naikhong","Naikhong","4660"
"4610","Chittagong","Bandarban","Roanchhari","Roanchhari","4610"
"4620","Chittagong","Bandarban","Ruma","Ruma","4620"
"4641","Chittagong","Bandarban","Thanchi","Lama","4641"
"4630","Chittagong","Bandarban","Thanchi","Thanchi","4630"
"3450","Sylhet","Brahmanbaria","Akhaura","Akhaura","3450"
"3451","Sylhet","Brahmanbaria","Akhaura","Azampur","3451"
"3452","Sylhet","Brahmanbaria","Akhaura","Gangasagar","3452"
"3420","Sylhet","Brahmanbaria","Banchharampur","Banchharampur","3420"
"3402","Sylhet","Brahmanbaria","Brahamanbaria Sadar","Ashuganj","3402"
"3403","Sylhet","Brahmanbaria","Brahamanbaria Sadar","Ashuganj Share","3403"
"3400","Sylhet","Brahmanbaria","Brahamanbaria Sadar","Brahamanbaria Sadar","3400"
"3404","Sylhet","Brahmanbaria","Brahamanbaria Sadar","Poun","3404"
"3401","Sylhet","Brahmanbaria","Brahamanbaria Sadar","Talshahar","3401"
"3462","Sylhet","Brahmanbaria","Kasba","Chandidar","3462"
"3463","Sylhet","Brahmanbaria","Kasba","Chargachh","3463"
"3464","Sylhet","Brahmanbaria","Kasba","Gopinathpur","3464"
"3460","Sylhet","Brahmanbaria","Kasba","Kasba","3460"
"3461","Sylhet","Brahmanbaria","Kasba","Kuti","3461"
"3419","Sylhet","Brahmanbaria","Nabinagar","Jibanganj","3419"
"3417","Sylhet","Brahmanbaria","Nabinagar","Kaitala","3417"
"3411","Sylhet","Brahmanbaria","Nabinagar","Laubfatehpur","3411"
"3410","Sylhet","Brahmanbaria","Nabinagar","Nabinagar","3410"
"3412","Sylhet","Brahmanbaria","Nabinagar","Rasullabad","3412"
"3414","Sylhet","Brahmanbaria","Nabinagar","Ratanpur","3414"
"3418","Sylhet","Brahmanbaria","Nabinagar","Salimganj","3418"
"3415","Sylhet","Brahmanbaria","Nabinagar","Shahapur","3415"
"3413","Sylhet","Brahmanbaria","Nabinagar","Shamgram","3413"
"3441","Sylhet","Brahmanbaria","Nasirnagar","Fandauk","3441"
"3440","Sylhet","Brahmanbaria","Nasirnagar","Nasirnagar","3440"
"3432","Sylhet","Brahmanbaria","Sarail","Chandura","3432"
"3430","Sylhet","Brahmanbaria","Sarail","Sarial","3430"
"3431","Sylhet","Brahmanbaria","Sarail","Shahbajpur","3431"
"3602","Sylhet","Chandpur","Chandpur Sadar","Baburhat","3602"
"3600","Sylhet","Chandpur","Chandpur Sadar","Chandpur Sadar","3600"
"3601","Sylhet","Chandpur","Chandpur Sadar","Puranbazar","3601"
"3603","Sylhet","Chandpur","Chandpur Sadar","Sahatali","3603"
"3651","Sylhet","Chandpur","Faridganj","Chandra","3651"
"3650","Sylhet","Chandpur","Faridganj","Faridganj","3650"
"3653","Sylhet","Chandpur","Faridganj","Gridkaliandia","3653"
"3655","Sylhet","Chandpur","Faridganj","Islampur Shah Isain","3655"
"3654","Sylhet","Chandpur","Faridganj","Rampurbazar","3654"
"3652","Sylhet","Chandpur","Faridganj","Rupsha","3652"
"3611","Sylhet","Chandpur","Hajiganj","Bolakhal","3611"
"3610","Sylhet","Chandpur","Hajiganj","Hajiganj","3610"
"3661","Sylhet","Chandpur","Hayemchar","Gandamara","3661"
"3660","Sylhet","Chandpur","Hayemchar","Hayemchar","3660"
"3630","Sylhet","Chandpur","Kachua","Kachua","3630"
"3631","Sylhet","Chandpur","Kachua","Pak Shrirampur","3631"
"3632","Sylhet","Chandpur","Kachua","Rahima Nagar","3632"
"3633","Sylhet","Chandpur","Kachua","Shachar","3633"
"3642","Sylhet","Chandpur","Matlobganj","Kalipur","3642"
"3640","Sylhet","Chandpur","Matlobganj","Matlobganj","3640"
"3641","Sylhet","Chandpur","Matlobganj","Mohanpur","3641"
"3623","Sylhet","Chandpur","Shahrasti","Chotoshi","3623"
"3624","Sylhet","Chandpur","Shahrasti","Islamia Madrasha","3624"
"3621","Sylhet","Chandpur","Shahrasti","Khilabazar","3621"
"3622","Sylhet","Chandpur","Shahrasti","Pashchim Kherihar Al","3622"
"3620","Sylhet","Chandpur","Shahrasti","UNKILA","3620"
"4376","Chittagong","Chattogram","Anawara","Anowara","4376"
"4378","Chittagong","Chattogram","Anawara","Battali","4378"
"4377","Chittagong","Chattogram","Anawara","Paroikora","4377"
"4366","Chittagong","Chattogram","Boalkhali","Boalkhali","4366"
"4369","Chittagong","Chattogram","Boalkhali","Charandwip","4369"
"4365","Chittagong","Chattogram","Boalkhali","Iqbal Park","4365"
"4368","Chittagong","Chattogram","Boalkhali","Kadurkhal","4368"
"4363","Chittagong","Chattogram","Boalkhali","Kanungopara","4363"
"4367","Chittagong","Chattogram","Boalkhali","Sakpura","4367"
"4364","Chittagong","Chattogram","Boalkhali","Saroatoli","4364"
"4221","Chittagong","Chattogram","Chattogram Sadar","Al- Amin Baria Madra","4221"
"4211","Chittagong","Chattogram","Chattogram Sadar","Amin Jute Mills","4211"
"4215","Chittagong","Chattogram","Chattogram Sadar","Anandabazar","4215"
"4210","Chittagong","Chattogram","Chattogram Sadar","Bayezid Bostami","4210"
"4212","Chittagong","Chattogram","Chattogram Sadar","Chandgaon","4212"
"4203","Chittagong","Chattogram","Chattogram Sadar","Chawkbazar","4203"
"4220","Chittagong","Chattogram","Chattogram Sadar","Chitt. Cantonment","4220"
"4219","Chittagong","Chattogram","Chattogram Sadar","Chitt. Customs Acca","4219"
"4209","Chittagong","Chattogram","Chattogram Sadar","Chitt. Politechnic In","4209"
"4218","Chittagong","Chattogram","Chattogram Sadar","Chitt. Sailers Colon","4218"
"4205","Chittagong","Chattogram","Chattogram Sadar","Chattogram Airport","4205"
"4100","Chittagong","Chattogram","Chattogram Sadar","Chattogram Bandar","4100"
"4000","Chittagong","Chattogram","Chattogram Sadar","Chattogram GPO","4000"
"4223","Chittagong","Chattogram","Chattogram Sadar","Export Processing","4223"
"4207","Chittagong","Chattogram","Chattogram Sadar","Firozshah","4207"
"4216","Chittagong","Chattogram","Chattogram Sadar","Halishahar","4216"
"4225","Chittagong","Chattogram","Chattogram Sadar","Khulshi","4225"
"4214","Chittagong","Chattogram","Chattogram Sadar","Jalalabad","4214"
"4206","Chittagong","Chattogram","Chattogram Sadar","Jaldia Merine Accade","4206"
"4222","Chittagong","Chattogram","Chattogram Sadar","Middle Patenga","4222"
"4208","Chittagong","Chattogram","Chattogram Sadar","Mohard","4208"
"4226","Chittagong","Chattogram","Chattogram Sadar","North Halishahar","4226"
"4217","Chittagong","Chattogram","Chattogram Sadar","North Katuli","4217"
"4202","Chittagong","Chattogram","Chattogram Sadar","Pahartoli","4202"
"4204","Chittagong","Chattogram","Chattogram Sadar","Patenga","4204"
"4224","Chittagong","Chattogram","Chattogram Sadar","Rampur TSO","4224"
"4213","Chittagong","Chattogram","Chattogram Sadar","Wazedia","4213"
"4383","Chittagong","Chattogram","East Joara","Barma","4383"
"4382","Chittagong","Chattogram","East Joara","Dohazari","4382"
"4380","Chittagong","Chattogram","East Joara","East Joara","4380"
"4381","Chittagong","Chattogram","East Joara","Gachbaria","4381"
"4352","Chittagong","Chattogram","Fatikchhari","Bhandar Sharif","4352"
"4350","Chittagong","Chattogram","Fatikchhari","Fatikchhari","4350"
"4354","Chittagong","Chattogram","Fatikchhari","Harualchhari","4354"
"4353","Chittagong","Chattogram","Fatikchhari","Najirhat","4353"
"4351","Chittagong","Chattogram","Fatikchhari","Nanupur","4351"
"4355","Chittagong","Chattogram","Fatikchhari","Narayanhat","4355"
"4331","Chittagong","Chattogram","Hathazari","Chitt.University","4331"
"4335","Chittagong","Chattogram","Hathazari","Fatahabad","4335"
"4332","Chittagong","Chattogram","Hathazari","Gorduara","4332"
"4330","Chittagong","Chattogram","Hathazari","Hathazari","4330"
"4333","Chittagong","Chattogram","Hathazari","Katirhat","4333"
"4339","Chittagong","Chattogram","Hathazari","Madrasa","4339"
"4334","Chittagong","Chattogram","Hathazari","Mirzapur","4334"
"4337","Chittagong","Chattogram","Hathazari","Nuralibari","4337"
"4338","Chittagong","Chattogram","Hathazari","Yunus Nagar","4338"
"4393","Chittagong","Chattogram","Jaldi","Banigram","4393"
"4392","Chittagong","Chattogram","Jaldi","Gunagari","4392"
"4390","Chittagong","Chattogram","Jaldi","Jaldi","4390"
"4391","Chittagong","Chattogram","Jaldi","Khan Bahadur","4391"
"4398","Chittagong","Chattogram","Lohagara","Chunti","4398"
"4396","Chittagong","Chattogram","Lohagara","Lohagara","4396"
"4397","Chittagong","Chattogram","Lohagara","Padua","4397"
"4321","Chittagong","Chattogram","Mirsharai","Abutorab","4321"
"4325","Chittagong","Chattogram","Mirsharai","Azampur","4325"
"4323","Chittagong","Chattogram","Mirsharai","Bharawazhat","4323"
"4322","Chittagong","Chattogram","Mirsharai","Darrogahat","4322"
"4324","Chittagong","Chattogram","Mirsharai","Joarganj","4324"
"4327","Chittagong","Chattogram","Mirsharai","Korerhat","4327"
"4320","Chittagong","Chattogram","Mirsharai","Mirsharai","4320"
"4328","Chittagong","Chattogram","Mirsharai","Mohazanhat","4328"
"4371","Chittagong","Chattogram","Patiya","Budhpara","4371"
"4370","Chittagong","Chattogram","Patiya","Patiya Head Office","4370"
"4361","Chittagong","Chattogram","Rangunia","Dhamair","4361"
"4360","Chittagong","Chattogram","Rangunia","Rangunia","4360"
"4349","Chittagong","Chattogram","Raozan","B.I.T Post Office","4349"
"4341","Chittagong","Chattogram","Raozan","Beenajuri","4341"
"4347","Chittagong","Chattogram","Raozan","Dewanpur","4347"
"4345","Chittagong","Chattogram","Raozan","Fatepur","4345"
"4343","Chittagong","Chattogram","Raozan","Gahira","4343"
"4346","Chittagong","Chattogram","Rouzan","Guzra Noapara","4346"
"4344","Chittagong","Chattogram","Rouzan","jagannath Hat","4344"
"4342","Chittagong","Chattogram","Rouzan","Kundeshwari","4342"
"4348","Chittagong","Chattogram","Rouzan","Mohamuni","4348"
"4340","Chittagong","Chattogram","Rouzan","Rouzan","4340"
"4300","Chittagong","Chattogram","Sandwip","Sandwip","4300"
"4301","Chittagong","Chattogram","Sandwip","Shiberhat","4301"
"4302","Chittagong","Chattogram","Sandwip","Urirchar","4302"
"4387","Chittagong","Chattogram","Satkania","Baitul Ijjat","4387"
"4388","Chittagong","Chattogram","Satkania","Bazalia","4388"
"4386","Chittagong","Chattogram","Satkania","Satkania","4386"
"4312","Chittagong","Chattogram","Sitakunda","Barabkunda","4312"
"4311","Chittagong","Chattogram","Sitakunda","Baroidhala","4311"
"4313","Chittagong","Chattogram","Sitakunda","Bawashbaria","4313"
"4315","Chittagong","Chattogram","Sitakunda","Bhatiari","4315"
"4316","Chittagong","Chattogram","Sitakunda","Fouzdarhat","4316"
"4317","Chittagong","Chattogram","Sitakunda","Jafrabad","4317"
"4314","Chittagong","Chattogram","Sitakunda","Kumira","4314"
"4310","Chittagong","Chattogram","Sitakunda","Sitakunda","4310"
"3560","Sylhet","Cumilla","Barura","Barura","3560"
"3562","Sylhet","Cumilla","Barura","Murdafarganj","3562"
"3561","Sylhet","Cumilla","Barura","Poyalgachha","3561"
"3526","Sylhet","Cumilla","Brahmanpara","Brahmanpara","3526"
"3520","Sylhet","Cumilla","Burichang","Burichang","3520"
"3521","Sylhet","Cumilla","Burichang","Maynamoti bazar","3521"
"3510","Sylhet","Cumilla","Chandina","Mohichail","3510"
"3511","Sylhet","Cumilla","Chandina","Madhaiabazar","3511"
"3551","Sylhet","Cumilla","Chouddagram","Batisa","3551"
"3552","Sylhet","Cumilla","Chouddagram","Chiora","3552"
"3550","Sylhet","Cumilla","Chouddagram","Chouddagram","3550"
"3501","Sylhet","Cumilla","Comilla Sadar","Comilla Contoment","3501"
"3500","Sylhet","Cumilla","Comilla Sadar","Comilla Sadar","3500"
"3503","Sylhet","Cumilla","Comilla Sadar","Courtbari","3503"
"3502","Sylhet","Cumilla","Comilla Sadar","Halimanagar","3502"
"3504","Sylhet","Cumilla","Comilla Sadar","Suaganj","3504"
"3518","Sylhet","Cumilla","Daudkandi","Dashpara","3518"
"3516","Sylhet","Cumilla","Daudkandi","Daudkandi","3516"
"3519","Sylhet","Cumilla","Daudkandi","Eliotganj","3519"
"3517","Sylhet","Cumilla","Daudkandi","Gouripur","3517"
"3532","Sylhet","Cumilla","Davidhar","Barashalghar","3532"
"3530","Sylhet","Cumilla","Davidhar","Davidhar","3530"
"3533","Sylhet","Cumilla","Davidhar","Dhamtee","3533"
"3531","Sylhet","Cumilla","Davidhar","Gangamandal","3531"
"3546","Sylhet","Cumilla","Homna","Homna","3546"
"3572","Sylhet","Cumilla","Laksam","Bipulasar","3572"
"3570","Sylhet","Cumilla","Laksam","Laksam","3570"
"3571","Sylhet","Cumilla","Laksam","Lakshamanpur","3571"
"3582","Sylhet","Cumilla","Langalkot","Chhariabazar","3582"
"3581","Sylhet","Cumilla","Langalkot","Dhalua","3581"
"3583","Sylhet","Cumilla","Langalkot","Gunabati","3583"
"3580","Sylhet","Cumilla","Langalkot","Langalkot","3580"
"3543","Sylhet","Cumilla","Muradnagar","Bangra","3543"
"3542","Sylhet","Cumilla","Muradnagar","Companyganj","3542"
"3540","Sylhet","Cumilla","Muradnagar","Muradnagar","3540"
"3545","Sylhet","Cumilla","Muradnagar","Pantibazar","3545"
"3541","Sylhet","Cumilla","Muradnagar","Ramchandarpur","3541"
"3544","Sylhet","Cumilla","Muradnagar","Sonakanda","3544"
"4742","Chittagong","Cox's Bazar","Chiringga","Badarkali","4742"
"4740","Chittagong","Cox's Bazar","Chiringga","Chiringga","4740"
"4741","Chittagong","Cox's Bazar","Chiringga","Chiringga S.O","4741"
"4743","Chittagong","Cox's Bazar","Chiringga","Malumghat","4743"
"4700","Chittagong","Cox's Bazar","Coxs Bazar Sadar","Coxs Bazar Sadar","4700"
"4702","Chittagong","Cox's Bazar","Coxs Bazar Sadar","Eidga","4702"
"4701","Chittagong","Cox's Bazar","Coxs Bazar Sadar","Zhilanja","4701"
"4710","Chittagong","Cox's Bazar","Gorakghat","Gorakghat","4710"
"4720","Chittagong","Cox's Bazar","Kutubdia","Kutubdia","4720"
"4730","Chittagong","Cox's Bazar","Ramu","Ramu","4730"
"4761","Chittagong","Cox's Bazar","Teknaf","Hnila","4761"
"4762","Chittagong","Cox's Bazar","Teknaf","St.Martin","4762"
"4760","Chittagong","Cox's Bazar","Teknaf","Teknaf","4760"
"4750","Chittagong","Cox's Bazar","Ukhia","Ukhia","4750"
"3910","Sylhet","Feni","Chhagalnaia","Chhagalnaia","3910"
"3912","Sylhet","Feni","Chhagalnaia","Daraga Hat","3912"
"3911","Sylhet","Feni","Chhagalnaia","Maharajganj","3911"
"3913","Sylhet","Feni","Chhagalnaia","Puabashimulia","3913"
"3922","Sylhet","Feni","Dagonbhuia","Silonia","3922"
"3920","Sylhet","Feni","Dagonbhuia","Dagondhuia","3920"
"3921","Sylhet","Feni","Dagonbhuia","Dudmukha","3921"
"3923","Sylhet","Feni","Dagonbhuia","Rajapur","3923"
"3901","Sylhet","Feni","Feni Sadar","Fazilpur","3901"
"3900","Sylhet","Feni","Feni Sadar","Feni Sadar","3900"
"3903","Sylhet","Feni","Feni Sadar","Laskarhat","3903"
"3902","Sylhet","Feni","Feni Sadar","Sharshadie","3902"
"3942","Sylhet","Feni","Pashurampur","Fulgazi","3942"
"3943","Sylhet","Feni","Pashurampur","Munshirhat","3943"
"3940","Sylhet","Feni","Pashurampur","Pashurampur","3940"
"3941","Sylhet","Feni","Pashurampur","Shuarbazar","3941"
"3932","Sylhet","Feni","Sonagazi","Ahmadpur","3932"
"3933","Sylhet","Feni","Sonagazi","Kazirhat","3933"
"3931","Sylhet","Feni","Sonagazi","Motiganj","3931"
"3930","Sylhet","Feni","Sonagazi","Sonagazi","3930"
"4420","Chittagong","Khagrachari","Diginala","Diginala","4420"
"4400","Chittagong","Khagrachari","Khagrachari Sadar","Khagrachari Sadar","4400"
"4470","Chittagong","Khagrachari","Laxmichhari","Laxmichhari","4470"
"4430","Chittagong","Khagrachari","Mahalchhari","Mahalchhari","4430"
"4460","Chittagong","Khagrachari","Manikchhari","Manikchhari","4460"
"4450","Chittagong","Khagrachari","Matiranga","Matiranga","4450"
"4410","Chittagong","Khagrachari","Panchhari","Panchhari","4410"
"4440","Chittagong","Khagrachari","Ramghar Head Office","Ramghar Head Office","4440"
"3730","Sylhet","Lakshmipur","Char Alexgander","Char Alexgander","3730"
"3731","Sylhet","Lakshmipur","Char Alexgander","Hajirghat","3731"
"3732","Sylhet","Lakshmipur","Char Alexgander","Ramgatirhat","3732"
"3709","Sylhet","Lakshmipur","Lakshimpur Sadar","Amani Lakshimpur","3709"
"3702","Sylhet","Lakshmipur","Lakshimpur Sadar","Bhabaniganj","3702"
"3708","Sylhet","Lakshmipur","Lakshimpur Sadar","Chandraganj","3708"
"3707","Sylhet","Lakshmipur","Lakshimpur Sadar","Choupalli","3707"
"3701","Sylhet","Lakshmipur","Lakshimpur Sadar","Dalal Bazar","3701"
"3706","Sylhet","Lakshmipur","Lakshimpur Sadar","Duttapara","3706"
"3704","Sylhet","Lakshmipur","Lakshimpur Sadar","Keramatganj","3704"
"3700","Sylhet","Lakshmipur","Lakshimpur Sadar","Lakshimpur Sadar","3700"
"3703","Sylhet","Lakshmipur","Lakshimpur Sadar","Mandari","3703"
"3705","Sylhet","Lakshmipur","Lakshimpur Sadar","Rupchara","3705"
"3721","Sylhet","Lakshmipur","Ramganj","Alipur","3721"
"3725","Sylhet","Lakshmipur","Ramganj","Dolta","3725"
"3723","Sylhet","Lakshmipur","Ramganj","Kanchanpur","3723"
"3724","Sylhet","Lakshmipur","Ramganj","Naagmud","3724"
"3722","Sylhet","Lakshmipur","Ramganj","Panpara","3722"
"3720","Sylhet","Lakshmipur","Ramganj","Ramganj","3720"
"3714","Sylhet","Lakshmipur","Raypur","Bhuiyanbari","3714"
"3713","Sylhet","Lakshmipur","Raypur","Khaser Hat","3713"
"3712","Sylhet","Lakshmipur","Raypur","Nagerdighirpar","3712"
"3711","Sylhet","Lakshmipur","Raypur","Rakhallia","3711"
"3710","Sylhet","Lakshmipur","Raypur","Raypur","3710"
"3850","Sylhet","Noakhali","Basurhat","Basur Hat","3850"
"3851","Sylhet","Noakhali","Basurhat","Charhajari","3851"
"3831","Sylhet","Noakhali","Begumganj","Alaiarpur","3831"
"3847","Sylhet","Noakhali","Begumganj","Amisha Para","3847"
"3822","Sylhet","Noakhali","Begumganj","Banglabazar","3822"
"3824","Sylhet","Noakhali","Begumganj","Bazra","3824"
"3820","Sylhet","Noakhali","Begumganj","Begumganj","3820"
"3837","Sylhet","Noakhali","Begumganj","Bhabani Jibanpur","3837"
"3821","Sylhet","Noakhali","Begumganj","Choumohani","3821"
"3843","Sylhet","Noakhali","Begumganj","Dauti","3843"
"3848","Sylhet","Noakhali","Begumganj","Durgapur","3848"
"3828","Sylhet","Noakhali","Begumganj","Gopalpur","3828"
"3825","Sylhet","Noakhali","Begumganj","Jamidar Hat","3825"
"3844","Sylhet","Noakhali","Begumganj","Joyag","3844"
"3829","Sylhet","Noakhali","Begumganj","Joynarayanpur","3829"
"3833","Sylhet","Noakhali","Begumganj","Khalafat Bazar","3833"
"3842","Sylhet","Noakhali","Begumganj","Khalishpur","3842"
"3838","Sylhet","Noakhali","Begumganj","Maheshganj","3838"
"3823","Sylhet","Noakhali","Begumganj","Mir Owarishpur","3823"
"3839","Sylhet","Noakhali","Begumganj","Nadona","3839"
"3841","Sylhet","Noakhali","Begumganj","Nandiapara","3841"
"3835","Sylhet","Noakhali","Begumganj","Oachhekpur","3835"
"3834","Sylhet","Noakhali","Begumganj","Rajganj","3834"
"3827","Sylhet","Noakhali","Begumganj","Sonaimuri","3827"
"3832","Sylhet","Noakhali","Begumganj","Tangirpar","3832"
"3845","Sylhet","Noakhali","Begumganj","Thanar Hat","3845"
"3879","Sylhet","Noakhali","Chatkhil","Bansa Bazar","3879"
"3873","Sylhet","Noakhali","Chatkhil","Bodalcourt","3873"
"3870","Sylhet","Noakhali","Chatkhil","Chatkhil","3870"
"3878","Sylhet","Noakhali","Chatkhil","Dosh Gharia","3878"
"3877","Sylhet","Noakhali","Chatkhil","Karihati","3877"
"3872","Sylhet","Noakhali","Chatkhil","Khilpara","3872"
"3871","Sylhet","Noakhali","Chatkhil","Palla","3871"
