postcode,division,district,thana,suboffice,postcode_num
5700,Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,5700
5740,Rangpur,Gaibandha,Gobindaganj,Gabindaganj,5740
5741,Rangpur,Gaibandha,Gobindaganj,Mahimaganj,5741
5730,Rangpur,Gaibandha,Palashbari,Palashbari,5730
5761,Rangpur,Gaibandha,Phulchhari,Bharatkhali,5761
5760,Rangpur,Gaibandha,Phulchhari,Phulchhari,5760
5711,Rangpur,Gaibandha,Saadullapur,Naldanga,5711
5710,Rangpur,Gaibandha,Saadullapur,Saadullapur,5710
5721,Rangpur,Gaibandha,Sundarganj,Bamandanga,5721
5720,Rangpur,Gaibandha,Sundarganj,Sundarganj,5720
5670,Rangpur,Kurigram,Bhurungamari,Bhurungamari,5670
5630,Rangpur,Kurigram,Chilmari,Chilmari,5630
5631,Rangpur,Kurigram,Chilmari,Jorgachh,5631
5600,Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,5600
5601,Rangpur,Kurigram,Kurigram Sadar,Pandul,5601
5680,Rangpur,Kurigram,Kurigram Sadar,Phulbari,5680
5660,Rangpur,Kurigram,Nageshwar,Nageshwar,5660
5611,Rangpur,Kurigram,Rajarhat,Nazimkhan,5611
5650,Rangpur,Kurigram,Rajibpur,Rajibpur,5650
5640,Rangpur,Kurigram,Roumari,Roumari,5640
5621,Rangpur,Kurigram,Ulipur,Bozra hat,5621
5620,Rangpur,Kurigram,Ulipur,Ulipur,5620
5510,Rangpur,Lalmonirhat,Aditmari,Aditmari,5510
5530,Rangpur,Lalmonirhat,Hatibandha,Hatibandha,5530
5502,Rangpur,Lalmonirhat,Lalmonirhat Sadar,Kulaghat SO,5502
5500,Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,5500
5501,Rangpur,Lalmonirhat,Lalmonirhat Sadar,Moghalhat,5501
5541,Rangpur,Lalmonirhat,Patgram,Baura,5541
5542,Rangpur,Lalmonirhat,Patgram,Burimari,5542
5540,Rangpur,Lalmonirhat,Patgram,Patgram,5540
5520,Rangpur,Lalmonirhat,Tushbhandar,Tushbhandar,5520
5350,Rangpur,Nilphamari,Dimla,Dimla,5350
5351,Rangpur,Nilphamari,Dimla,Ghaga Kharibari,5351
5341,Rangpur,Nilphamari,Domar,Chilahati,5341
5340,Rangpur,Nilphamari,Domar,Domar,5340
5330,Rangpur,Nilphamari,Jaldhaka,Jaldhaka,5330
5320,Rangpur,Nilphamari,Kishoriganj,Kishoriganj,5320
5300,Rangpur,Nilphamari,Nilphamari Sadar,Nilphamari Sadar,5300
5301,Rangpur,Nilphamari,Nilphamari Sadar,Nilphamari Sugar Mil,5301
5310,Rangpur,Nilphamari,Saidpur,Saidpur,5310
5311,Rangpur,Nilphamari,Saidpur,Saidpur Upashahar,5311
5010,Rangpur,Panchagarh,Chotto Dab,Chotto Dab,5010
5041,Rangpur,Panchagarh,Chotto Dab,Mirzapur,5041
5020,Rangpur,Panchagarh,Dabiganj,Dabiganj,5020
5000,Rangpur,Panchagarh,Panchagra Sadar,Panchagar Sadar,5000
5030,Rangpur,Panchagarh,Tetulia,Tetulia,5030
5420,Rangpur,Rangpur,Taraganj,Taraganj,5420
5431,Rangpur,Rangpur,Badarganj,Shyampur,5431
5410,Rangpur,Rangpur,Gangachara,Gangachara,5410
5441,Rangpur,Rangpur,Kaunia,Haragachh,5441
5440,Rangpur,Rangpur,Kaunia,Kaunia,5440
5450,Rangpur,Rangpur,Pirgachha,Pirgachha,5450
5460,Rangpur,Rangpur,Mithapukur,Mithapukur,5460
5470,Rangpur,Rangpur,Pirganj,Pirganj,5470
5402,Rangpur,Rangpur,Rangpur Sadar,Alamnagar,5402
5403,Rangpur,Rangpur,Rangpur Sadar,Mahiganj,5403
5404,Rangpur,Rangpur,Rangpur Sadar,Rangpur Cadet Colleg,5404
5405,Rangpur,Rangpur,Rangpur Sadar,Rangpur Carmiecal Col,5405
5400,Rangpur,Rangpur,Rangpur Sadar,Rangpur Sadar,5400
5401,Rangpur,Rangpur,Rangpur Sadar,Rangpur Upa-Shahar,5401
5430,Rangpur,Rangpur,Badarganj,Badarganj,5430
5140,Rangpur,Thakurgaon,Baliadangi,Baliadangi,5140
5141,Rangpur,Thakurgaon,Baliadangi,Lahiri,5141
5130,Rangpur,Thakurgaon,Jibanpur,Jibanpur,5130
5110,Rangpur,Thakurgaon,Pirganj,Pirganj,5110
5121,Rangpur,Thakurgaon,Rani Sankail,Nekmarad,5121
5120,Rangpur,Thakurgaon,Rani Sankail,Rani Sankail,5120
5103,Rangpur,Thakurgaon,Thakurgaon Sadar,Ruhia,5103
5102,Rangpur,Thakurgaon,Thakurgaon Sadar,Shibganj,5102
5101,Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Road,5101
5100,Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,5100
5890,Rajshahi,Bogura,Adamdighi,Adamdighi,5890
5892,Rajshahi,Bogura,Adamdighi,Nasharatpur,5892
5891,Rajshahi,Bogura,Adamdighi,Santahar,5891
5801,Rajshahi,Bogura,Bogura Sadar,Bogura Canttonment,5801
5800,Rajshahi,Bogura,Bogura Sadar,Bogura Sadar,5800
5850,Rajshahi,Bogura,Dhunat,Dhunat,5850
5851,Rajshahi,Bogura,Dhunat,Gosaibari,5851
5880,Rajshahi,Bogura,Dupchachia,Dupchanchia,5880
5881,Rajshahi,Bogura,Dupchachia,Talora,5881
5820,Rajshahi,Bogura,Gabtoli,-,5820
5821,Rajshahi,Bogura,Gabtoli,Sukhanpukur,5821
5870,Rajshahi,Bogura,Kahalu,Kahalu,5870
5860,Rajshahi,Bogura,Nandigram,Nandigram,5860
5831,Rajshahi,Bogura,Sariakandi,Chandan Baisha,5831
5830,Rajshahi,Bogura,Sariakandi,Sariakandi,5830
5841,Rajshahi,Bogura,Sherpur,Chandaikona,5841
5842,Rajshahi,Bogura,Sherpur,Palli Unnyan Accadem,5842
5840,Rajshahi,Bogura,Sherpur,Sherpur,5840
5810,Rajshahi,Bogura,Shibganj,Shibganj,5810
5826,Rajshahi,Bogura,Sonatola,Sonatola,5826
6330,Rajshahi,Chapai Nawabganj,Bholahat,Bholahat,6330
6303,Rajshahi,Chapai Nawabganj,Chapai Nawabganj Sadar,Amnura,6303
6300,Rajshahi,Chapai Nawabganj,Chapai Nawabganj Sadar,Chapai Nawabganj Sadar,6300
6301,Rajshahi,Chapai Nawabganj,Chapai Nawabganj Sadar,Rajarampur,6301
6302,Rajshahi,Chapai Nawabganj,Chapai Nawabganj Sadar,Ramchandarpur,6302
6311,Rajshahi,Chapai Nawabganj,Nachol,Mandumala,6311
6310,Rajshahi,Chapai Nawabganj,Nachol,Nachol,6310
6321,Rajshahi,Chapai Nawabganj,Rohanpur,Gomashtapur,6321
6320,Rajshahi,Chapai Nawabganj,Rohanpur,Rohanpur,6320
6341,Rajshahi,Chapai Nawabganj,Shibganj U.P.O,Kansart,6341
6342,Rajshahi,Chapai Nawabganj,Shibganj U.P.O,Manaksha,6342
6340,Rajshahi,Chapai Nawabganj,Shibganj U.P.O,Shibganj U.P.O,6340
5940,Rajshahi,Joypurhat,Akkelpur,Akklepur,5940
5941,Rajshahi,Joypurhat,Akkelpur,jamalganj,5941
5942,Rajshahi,Joypurhat,Akkelpur,Tilakpur,5942
5900,Rajshahi,Joypurhat,Joypurhat Sadar,Joypurhat Sadar,5900
5930,Rajshahi,Joypurhat,kalai,kalai,5930
5920,Rajshahi,Joypurhat,Khetlal,Khetlal,5920
5910,Rajshahi,Joypurhat,panchbibi,Panchbibi,5910
6596,Rajshahi,Naogaon,Ahsanganj,Ahsanganj,6596
6597,Rajshahi,Naogaon,Ahsanganj,Bandai,6597
6570,Rajshahi,Naogaon,Badalgachhi,Badalgachhi,6570
6580,Rajshahi,Naogaon,Dhamuirhat,Dhamuirhat,6580
6530,Rajshahi,Naogaon,Mahadebpur,Mahadebpur,6530
6500,Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,6500
6520,Rajshahi,Naogaon,Niamatpur,Niamatpur,6520
6550,Rajshahi,Naogaon,Nitpur,Nitpur,6550
6552,Rajshahi,Naogaon,Nitpur,Panguria,6552
6551,Rajshahi,Naogaon,Nitpur,Porsa,6551
6540,Rajshahi,Naogaon,Sapahar,Patnitala,6540
6512,Rajshahi,Naogaon,Prasadpur,Balihar,6512
6511,Rajshahi,Naogaon,Prasadpur,Manda,6511
6510,Rajshahi,Naogaon,Prasadpur,Prasadpur,6510
6591,Rajshahi,Naogaon,Raninagar,Kashimpur,6591
6590,Rajshahi,Naogaon,Raninagar,Raninagar,6590
6561,Rajshahi,Naogaon,Sapahar,Moduhil,6561
6560,Rajshahi,Naogaon,Sapahar,Sapahar,6560
6422,Rajshahi,Natore,Gopalpur UPO,Abdulpur,6422
6420,Rajshahi,Natore,Gopalpur UPO,Gopalpur U.P.O,6420
6421,Rajshahi,Natore,Gopalpur UPO,Lalpur S.O,6421
6432,Rajshahi,Natore,Harua,Baraigram,6432
6431,Rajshahi,Natore,Harua,Dayarampur,6431
6430,Rajshahi,Natore,Harua,Harua,6430
6440,Rajshahi,Natore,Hatgurudaspur,Hatgurudaspur,6440
6410,Rajshahi,Natore,Laxman,Laxman,6410
6402,Rajshahi,Natore,Natore Sadar,Baiddyabal Gharia,6402
6401,Rajshahi,Natore,Natore Sadar,Digapatia,6401
6403,Rajshahi,Natore,Natore Sadar,Madhnagar,6403
6400,Rajshahi,Natore,Natore Sadar,Natore Sadar,6400
6450,Rajshahi,Natore,Singra,Singra,6450
6650,Rajshahi,Pabna,Banwarinagar,Banwarinagar,6650
6680,Rajshahi,Pabna,Bera,Bera,6680
6682,Rajshahi,Pabna,Bera,Kashinathpur,6682
6681,Rajshahi,Pabna,Bera,Nakalia,6681
6683,Rajshahi,Pabna,Bera,Puran Bharenga,6683
6640,Rajshahi,Pabna,Bhangura,Bhangura,6640
6630,Rajshahi,Pabna,Chatmohar,Chatmohar,6630
6610,Rajshahi,Pabna,Atghoria,Atghoria,6610
6621,Rajshahi,Pabna,Ishwardi,Dhapari,6621
6620,Rajshahi,Pabna,Ishwardi,Ishwardi,6620
6622,Rajshahi,Pabna,Ishwardi,Pakshi,6622
6623,Rajshahi,Pabna,Ishwardi,Rajapur,6623
6602,Rajshahi,Pabna,Pabna Sadar,Hamayetpur,6602
6601,Rajshahi,Pabna,Pabna Sadar,Kaliko Cotton Mills,6601
6600,Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,6600
6670,Rajshahi,Pabna,Sathia,Sathia,6670
6661,Rajshahi,Pabna,Sujanagar,Sagarkandi,6661
6660,Rajshahi,Pabna,Sujanagar,Sujanagar,6660
6281,Rajshahi,Rajshahi,Bagha,Arani,6281
6280,Rajshahi,Rajshahi,Bagha,Bagha,6280
6250,Rajshahi,Rajshahi,Bagmara,Bhabaniganj,6250
6251,Rajshahi,Rajshahi,Bagmara,Taharpur,6251
6270,Rajshahi,Rajshahi,Charghat,Charghat,6270
6271,Rajshahi,Rajshahi,Charghat,Sarda,6271
6240,Rajshahi,Rajshahi,Durgapur,Durgapur,6240
6290,Rajshahi,Rajshahi,Godagari,Godagari,6290
6291,Rajshahi,Rajshahi,Godagari,Premtoli,6291
6220,Rajshahi,Rajshahi,Khod Mohanpur,Khodmohanpur,6220
6210,Rajshahi,Rajshahi,Lalitganj,Lalitganj,6210
6211,Rajshahi,Rajshahi,Lalitganj,Rajshahi Sugar Mills,6211
6212,Rajshahi,Rajshahi,Lalitganj,Shyampur,6212
6260,Rajshahi,Rajshahi,Putia,Putia,6260
6206,Rajshahi,Rajshahi,Rajshahi Sadar,Binodpur Bazar,6206
6100,Rajshahi,Rajshahi,Rajshahi Sadar,Ghuramara,6100
6204,Rajshahi,Rajshahi,Rajshahi Sadar,Kazla,6204
6202,Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Canttonment,6202
6201,Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Court,6201
6000,Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,6000
6205,Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi University,6205
6203,Rajshahi,Rajshahi,Rajshahi Sadar,Sapura,6203
6230,Rajshahi,Rajshahi,Tanor,Tanor,6230
6730,Rajshahi,Sirajganj,Baiddya Jam Toil,Baiddya Jam Toil,6730
6740,Rajshahi,Sirajganj,Belkuchi,Belkuchi,6740
6751,Rajshahi,Sirajganj,Belkuchi,Enayetpur,6751
6742,Rajshahi,Sirajganj,Belkuchi,Rajapur,6742
6741,Rajshahi,Sirajganj,Belkuchi,Sohagpur,6741
6752,Rajshahi,Sirajganj,Belkuchi,Sthal,6752
6720,Rajshahi,Sirajganj,Dhangora,Dhangora,6720
6721,Rajshahi,Sirajganj,Dhangora,Malonga,6721
6712,Rajshahi,Sirajganj,Kazipur,Gandail,6712
6710,Rajshahi,Sirajganj,Kazipur,Kazipur,6710
6711,Rajshahi,Sirajganj,Kazipur,Shuvgachha,6711
6772,Rajshahi,Sirajganj,Shahjadpur,Jamirta,6772
6773,Rajshahi,Sirajganj,Shahjadpur,Kaijuri,6773
6771,Rajshahi,Sirajganj,Shahjadpur,Porjana,6771
6770,Rajshahi,Sirajganj,Shahjadpur,Shahjadpur,6770
6701,Rajshahi,Sirajganj,Sirajganj Sadar,Raipur,6701
6702,Rajshahi,Sirajganj,Sirajganj Sadar,Rashidabad,6702
6700,Rajshahi,Sirajganj,Sirajganj Sadar,Sirajganj Sadar,6700
6780,Rajshahi,Sirajganj,Tarash,Tarash,6780
6762,Rajshahi,Sirajganj,Ullapara,Lahiri Mohanpur,6762
6763,Rajshahi,Sirajganj,Ullapara,Salap,6763
6760,Rajshahi,Sirajganj,Ullapara,Ullapara,6760
6761,Rajshahi,Sirajganj,Ullapara,Ullapara R.S,6761
8710,Barisal,Barguna,Amtali,Amtali,8710
8730,Barisal,Barguna,Bamna,Bamna,8730
8700,Barisal,Barguna,Barguna Sadar,Barguna Sadar,8700
8701,Barisal,Barguna,Barguna Sadar,Nali Bandar,8701
8740,Barisal,Barguna,Betagi,Betagi,8740
8741,Barisal,Barguna,Betagi,Darul Ulam,8741
8721,Barisal,Barguna,Patharghata,Kakchira,8721
8720,Barisal,Barguna,Patharghata,Patharghata,8720
8240,Barisal,Barisal,Agailzhara,Agailzhara,8240
8241,Barisal,Barisal,Agailzhara,Gaila,8241
8242,Barisal,Barisal,Agailzhara,Paisarhat,8242
8210,Barisal,Barisal,Babuganj,Babuganj,8210
8216,Barisal,Barisal,Babuganj,Barishal Cadet,8216
8212,Barisal,Barisal,Babuganj,Chandpasha,8212
8213,Barisal,Barisal,Babuganj,Madhabpasha,8213
8215,Barisal,Barisal,Babuganj,Nizamuddin College,8215
8211,Barisal,Barisal,Babuganj,Rahamatpur,8211
8214,Barisal,Barisal,Babuganj,Thakur Mallik,8214
8260,Barisal,Barisal,Barajalia,Barajalia,8260
8261,Barisal,Barisal,Barajalia,Osman Manjil,8261
8200,Barisal,Barisal,Barishal Sadar,Chandramohon,8200
8201,Barisal,Barisal,Barishal Sadar,Bukhainagar,8201
8206,Barisal,Barisal,Barishal Sadar,Jaguarhat,8206
8205,Barisal,Barisal,Barishal Sadar,Kashipur,8205
8204,Barisal,Barisal,Barishal Sadar,Patang,8204
8202,Barisal,Barisal,Barishal Sadar,Saheberhat,8202
8203,Barisal,Barisal,Barishal Sadar,Sugandia,8203
8233,Barisal,Barisal,Gouranadi,Batajor,8233
8230,Barisal,Barisal,Gouranadi,Gouranadi,8230
8232,Barisal,Barisal,Gouranadi,Kashemabad,8232
8231,Barisal,Barisal,Gouranadi,Tarki Bandar,8231
8274,Barisal,Barisal,Mahendiganj,Langutia,8274
8271,Barisal,Barisal,Mahendiganj,Laskarpur,8271
8270,Barisal,Barisal,Mahendiganj,Mahendiganj,8270
8273,Barisal,Barisal,Mahendiganj,Nalgora,8273
8272,Barisal,Barisal,Mahendiganj,Ulania,8272
8252,Barisal,Barisal,Muladi,Charkalekhan,8252
8251,Barisal,Barisal,Muladi,Kazirchar,8251
8250,Barisal,Barisal,Muladi,Muladi,8250
8281,Barisal,Barisal,Bakerganj,Charamandi,8281
8284,Barisal,Barisal,Bakerganj,kalaskati,8284
8282,Barisal,Barisal,Bakerganj,Padri Shibpur,8282
8280,Barisal,Barisal,Bakerganj,Luxmibardhan,8280
8283,Barisal,Barisal,Bakerganj,Shialguni,8283
8223,Barisal,Barisal,Uzirpur,Dakuarhat,8223
8221,Barisal,Barisal,Uzirpur,Dhamura,8221
8222,Barisal,Barisal,Uzirpur,Jugirkanda,8222
8224,Barisal,Barisal,Uzirpur,Shikarpur,8224
8220,Barisal,Barisal,Uzirpur,Uzirpur,8220
8300,Barisal,Bhola,Bhola Sadar,Bhola Sadar,8300
8301,Barisal,Bhola,Bhola Sadar,Joynagar,8301
8320,Barisal,Bhola,Borhanuddin UPO,Borhanuddin UPO,8320
8321,Barisal,Bhola,Borhanuddin UPO,Mirzakalu,8321
8340,Barisal,Bhola,Charfashion,Charfashion,8340
8341,Barisal,Bhola,Charfashion,Dularhat,8341
8342,Barisal,Bhola,Charfashion,Keramatganj,8342
8310,Barisal,Bhola,Doulatkhan,Doulatkhan,8310
8311,Barisal,Bhola,Doulatkhan,Hajipur,8311
8360,Barisal,Bhola,Hajirhat,Hajirhat,8360
8350,Barisal,Bhola,Hatshoshiganj,Hatshoshiganj,8350
8331,Barisal,Bhola,Lalmohan UPO,Daurihat,8331
8332,Barisal,Bhola,Lalmohan UPO,Gajaria,8332
8330,Barisal,Bhola,Lalmohan UPO,Lalmohan UPO,8330
8402,Barisal,Jhalokati,Jhalokati Sadar,Baukathi,8402
8403,Barisal,Jhalokati,Jhalokati Sadar,Gabha,8403
8400,Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,8400
8401,Barisal,Jhalokati,Jhalokati Sadar,Nabagram,8401
8404,Barisal,Jhalokati,Jhalokati Sadar,Shekherhat,8404
8431,Barisal,Jhalokati,Kathalia,Amua,8431
8430,Barisal,Jhalokati,Kathalia,Kathalia,8430
8432,Barisal,Jhalokati,Kathalia,Niamatee,8432
8433,Barisal,Jhalokati,Kathalia,Shoulajalia,8433
8421,Barisal,Jhalokati,Nalchhiti,Beerkathi,8421
8420,Barisal,Jhalokati,Nalchhiti,Nalchhiti,8420
8410,Barisal,Jhalokati,Rajapur,Rajapur,8410
8621,Barisal,Patuakhali,Bauphal,Bagabandar,8621
8620,Barisal,Patuakhali,Bauphal,Bauphal,8620
8622,Barisal,Patuakhali,Bauphal,Birpasha,8622
8624,Barisal,Patuakhali,Bauphal,Kalaia,8624
8623,Barisal,Patuakhali,Bauphal,Kalishari,8623
8630,Barisal,Patuakhali,Dashmina,Dashmina,8630
8640,Barisal,Patuakhali,Galachipa,Galachipa,8640
8641,Barisal,Patuakhali,Galachipa,Gazipur Bandar,8641
8650,Barisal,Patuakhali,Khepupara,Khepupara,8650
8651,Barisal,Patuakhali,Khepupara,Mahipur,8651
8602,Barisal,Patuakhali,Patuakhali Sadar,Dumkee,8602
8601,Barisal,Patuakhali,Patuakhali Sadar,Moukaran,8601
8600,Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,8600
8603,Barisal,Patuakhali,Patuakhali Sadar,Rahimabad,8603
8610,Barisal,Patuakhali,Subidkhali,Subidkhali,8610
8530,Barisal,Pirojpur,Banaripara,Banaripara,8530
8531,Barisal,Pirojpur,Banaripara,Chakhar,8531
8550,Barisal,Pirojpur,Bhandaria,Bhandaria,8550
8552,Barisal,Pirojpur,Bhandaria,Dhaoa,8552
8551,Barisal,Pirojpur,Bhandaria,Kanudashkathi,8551
8513,Barisal,Pirojpur,kaukhali,Jolagati,8513
8512,Barisal,Pirojpur,kaukhali,Joykul,8512
8510,Barisal,Pirojpur,kaukhali,Kaukhali,8510
8511,Barisal,Pirojpur,kaukhali,Keundia,8511
8565,Barisal,Pirojpur,Mathbaria,Betmor Natun Hat,8565
8563,Barisal,Pirojpur,Mathbaria,Gulishakhali,8563
8562,Barisal,Pirojpur,Mathbaria,Halta,8562
8560,Barisal,Pirojpur,Mathbaria,Mathbaria,8560
8566,Barisal,Pirojpur,Mathbaria,Shilarganj,8566
8564,Barisal,Pirojpur,Mathbaria,Tiarkhali,8564
8561,Barisal,Pirojpur,Mathbaria,Tushkhali,8561
8540,Barisal,Pirojpur,Nazirpur,Nazirpur,8540
8541,Barisal,Pirojpur,Nazirpur,Sriramkathi,8541
8501,Barisal,Pirojpur,Pirojpur Sadar,Hularhat,8501
8502,Barisal,Pirojpur,Pirojpur Sadar,Parerhat,8502
8500,Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,8500
8521,Barisal,Pirojpur,Swarupkathi,Darus Sunnat,8521
8523,Barisal,Pirojpur,Swarupkathi,Jalabari,8523
8522,Barisal,Pirojpur,Swarupkathi,Kaurikhara,8522
8520,Barisal,Pirojpur,Swarupkathi,Swarupkathi,8520
9300,Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,9300
9301,Khulna,Bagerhat,Bagerhat Sadar,P.C College,9301
9302,Khulna,Bagerhat,Bagerhat Sadar,Rangdia,9302
9350,Khulna,Bagerhat,Chalna Ankorage,Chalna Ankorage,9350
9351,Khulna,Bagerhat,Chalna Ankorage,Mongla Port,9351
9361,Khulna,Bagerhat,Chitalmari,Barabaria,9361
9360,Khulna,Bagerhat,Chitalmari,Chitalmari,9360
9372,Khulna,Bagerhat,Fakirhat,Bhanganpar Bazar,9372
9370,Khulna,Bagerhat,Fakirhat,Fakirhat,9370
9371,Khulna,Bagerhat,Fakirhat,Mansa,9371
9310,Khulna,Bagerhat,Kachua,Kachua,9310
9311,Khulna,Bagerhat,Kachua,Sonarkola,9311
9383,Khulna,Bagerhat,Mollahat,Charkulia,9383
9382,Khulna,Bagerhat,Mollahat,Dariala,9382
9381,Khulna,Bagerhat,Mollahat,Kahalpur,9381
9380,Khulna,Bagerhat,Mollahat,Mollahat,9380
9384,Khulna,Bagerhat,Mollahat,Nagarkandi,9384
9385,Khulna,Bagerhat,Mollahat,Pak Gangni,9385
9320,Khulna,Bagerhat,Morelganj,Morelganj,9320
9321,Khulna,Bagerhat,Morelganj,Sannasi Bazar,9321
9322,Khulna,Bagerhat,Morelganj,Teligatee,9322
9341,Khulna,Bagerhat,Rampal,Foylahat,9341
9343,Khulna,Bagerhat,Rampal,Gourambha,9343
9340,Khulna,Bagerhat,Rampal,Rampal,9340
9342,Khulna,Bagerhat,Rampal,Sonatunia,9342
9330,Khulna,Bagerhat,Rayenda,Rayenda,9330
7210,Khulna,Chuadanga,Alamdanga,Alamdanga,7210
7211,Khulna,Chuadanga,Alamdanga,Hardi,7211
7200,Khulna,Chuadanga,Chuadanga Sadar,Chuadanga Sadar,7200
7201,Khulna,Chuadanga,Chuadanga Sadar,Munshiganj,7201
7222,Khulna,Chuadanga,Damurhuda,Andulbaria,7222
7220,Khulna,Chuadanga,Damurhuda,Damurhuda,7220
7221,Khulna,Chuadanga,Damurhuda,Darshana,7221
7230,Khulna,Chuadanga,Doulatganj,Doulatganj,7230
7470,Khulna,Jashore,Bagharpara,Bagharpara,7470
7471,Khulna,Jashore,Bagharpara,Gouranagar,7471
7410,Khulna,Jashore,Chaugachha,Chougachha,7410
7406,Khulna,Jashore,Jashore Sadar,Basundia,7406
7402,Khulna,Jashore,Jashore Sadar,Chanchra,7402
7407,Khulna,Jashore,Jashore Sadar,Churamankathi,7407
7404,Khulna,Jashore,Jashore Sadar,Jashore Airbach,7404
7403,Khulna,Jashore,Jashore Sadar,Jashore canttonment,7403
7400,Khulna,Jashore,Jashore Sadar,Jashore Sadar,7400
7401,Khulna,Jashore,Jashore Sadar,Jashore Upa-Shahar,7401
7405,Khulna,Jashore,Jashore Sadar,Rupdia,7405
7420,Khulna,Jashore,Jhikargachha,Jhikargachha,7420
7450,Khulna,Jashore,Keshabpur,Keshobpur,7450
7440,Khulna,Jashore,Monirampur,Monirampur,7440
7462,Khulna,Jashore,Noapara,Bhugilhat,7462
7460,Khulna,Jashore,Noapara,Noapara,7460
7461,Khulna,Jashore,Noapara,Rajghat,7461
7433,Khulna,Jashore,Sarsa,Bag Achra,7433
7431,Khulna,Jashore,Sarsa,Benapole,7431
7432,Khulna,Jashore,Sarsa,Jadabpur,7432
7430,Khulna,Jashore,Sarsa,Sarsa,7430
7310,Khulna,Jhenaidah,Harinakundu,Harinakundu,7310
7301,Khulna,Jhenaidah,Jhenaidah Sadar,Jhenaidah Cadet College,7301
7300,Khulna,Jhenaidah,Jhenaidah Sadar,Jhenaidah Sadar,7300
7330,Khulna,Jhenaidah,Kotchandpur,Kotchandpur,7330
7340,Khulna,Jhenaidah,Maheshpur,Maheshpur,7340
7351,Khulna,Jhenaidah,Naldanga,Hatbar Bazar,7351
7350,Khulna,Jhenaidah,Naldanga,Naldanga,7350
7321,Khulna,Jhenaidah,Shailakupa,Kumiradaha,7321
7320,Khulna,Jhenaidah,Shailakupa,Shailakupa,7320
9240,Khulna,Khulna,Alaipur,Rupsha,9240
9242,Khulna,Khulna,Alaipur,Belphulia,9242
9241,Khulna,Khulna,Alaipur,Rupsha,9241
9260,Khulna,Khulna,Batiaghat,Batiaghat,9260
9261,Khulna,Khulna,Batiaghat,Surkalee,9261
9272,Khulna,Khulna,Chalna Bazar,Bajua,9272
9270,Khulna,Khulna,Chalna Bazar,Chalna Bazar,9270
9271,Khulna,Khulna,Chalna Bazar,Dakup,9271
9273,Khulna,Khulna,Chalna Bazar,Nalian,9273
9221,Khulna,Khulna,Digalia,Chandni Mahal,9221
9220,Khulna,Khulna,Digalia,Digalia,9220
9224,Khulna,Khulna,Digalia,Gazirhat,9224
9223,Khulna,Khulna,Digalia,Ghoshghati,9223
9222,Khulna,Khulna,Digalia,Senhati,9222
9207,Khulna,Khulna,Khulna Sadar,Atra Shilpa Area,9207
9203,Khulna,Khulna,Khulna Sadar,BIT Khulna,9203
9202,Khulna,Khulna,Khulna Sadar,Doulatpur,9202
9205,Khulna,Khulna,Khulna Sadar,Jahanabad Canttonmen,9205
9100,Khulna,Khulna,Khulna Sadar,Khula Sadar,9100
9000,Khulna,Khulna,Khulna Sadar,Khulna G.P.O,9000
9201,Khulna,Khulna,Khulna Sadar,Khulna Shipyard,9201
9208,Khulna,Khulna,Khulna Sadar,Khulna University,9208
9204,Khulna,Khulna,Khulna Sadar,Siramani,9204
9206,Khulna,Khulna,Khulna Sadar,Sonali Jute Mills,9206
9291,Khulna,Khulna,Koyra,Amadee,9291
9290,Khulna,Khulna,Koyra,Koyra,9290
9284,Khulna,Khulna,Paikgachha,Chandkhali,9284
9285,Khulna,Khulna,Paikgachha,Garaikhali,9285
9281,Khulna,Khulna,Paikgachha,Godaipur,9281
9282,Khulna,Khulna,Paikgachha,Kapilmoni,9282
9283,Khulna,Khulna,Paikgachha,Katipara,9283
9280,Khulna,Khulna,Paikgachha,Paikgachha,9280
9210,Khulna,Khulna,Phultala,Phultala,9210
9252,Khulna,Khulna,Sajiara,Chuknagar,9252
9251,Khulna,Khulna,Sajiara,Ghonabanda,9251
9250,Khulna,Khulna,Sajiara,Sajiara,9250
9253,Khulna,Khulna,Sajiara,Shahapur,9253
9231,Khulna,Khulna,Terakhada,Pak Barasat,9231
9230,Khulna,Khulna,Terakhada,Terakhada,9230
7042,Khulna,Kushtia,Bheramara,Allardarga,7042
7040,Khulna,Kushtia,Bheramara,Bheramara,7040
7041,Khulna,Kushtia,Bheramara,Ganges Bheramara,7041
7020,Khulna,Kushtia,Janipur,Janipur,7020
7021,Khulna,Kushtia,Janipur,Khoksa,7021
